,creationDate,isFresh,isRotten,isRtUrl,isTop,reviewUrl,quote,reviewId,scoreOri,scoreSentiment,critic.name,critic.criticPictureUrl,critic.vanity,publication.id,publication.name
310,"Oct 3, 2019",False,True,False,True,https://www.pajiba.com/film_reviews/review-joker-is-painfully-mediocre-and-politically-dunderheaded.php,"In a sick way, all this controversy might be a boon for Joker, because the movie itself is painfully mediocre and politically dunderheaded.",2632224,,NEGATIVE,Kristy Puchko,http://resizing.flixster.com/4u9WVIwXE4YdupP7EpGzhWl_bzQ=/128x128/v1.YzszODM2O2o7MTkzMDU7MjA0ODs5NDk7OTQ5,kristy-puchko,1676,Pajiba
311,"Oct 3, 2019",True,False,False,False,https://www.stardem.com/blogs/moviereview/review-joker/article_b59db750-0c0c-5b47-b0bc-52f020f000fb.html,"""Joker"" stays with the viewer, forcing you to consider it more carefully. The picture you'll get is dark - haunting, disturbing and all too real.",2632217,A,POSITIVE,Greg Maki,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,greg-maki,1056,"Star-Democrat (Easton, MD)"
312,"Oct 3, 2019",True,False,False,False,https://www.orlandoweekly.com/orlando/joker-is-seriously-good/Content?oid=26105675,A movie that is destined to become a defining moment of the comic-book genre. And that's no joke.,2632214,4.5/5,POSITIVE,Cameron Meier,http://resizing.flixster.com/CB8sNlcM63Rpzw-lV7smCCATkXU=/128x128/v1.YzszMjQ5O2o7MTkzMDU7MjA0ODs0NzAxOzQ0NTk,cameron-meier,499,Orlando Weekly
313,"Oct 3, 2019",True,False,False,False,https://michaeljcinema.com/2019/10/03/joker/,"A profoundly upsetting movie that is powerfully constructed. There's a precision to the camerawork, but the images are gritty and dank. It's as if the film stock is rotting away before our eyes.",2632212,,POSITIVE,Michael J. Casey,http://resizing.flixster.com/jrMgRxrygXwPyy4NxR4NnD2pwmE=/128x128/v1.YzszMzEyO2o7MTkzMDU7MjA0ODszMDA7MzAw,michael-j-casey,3567,Michael J. Cinema
314,"Oct 3, 2019",True,False,False,False,https://aggressivecomix.com/review-joker-delivers-a-career-defining-performance-in-new-way/,"Once again the role of the Joker gives another actor the role of their career. It's dark, non-comic like, and an amazing experience, though not anything like what we've seen from DC before. And in this case, that's a good thing.",2632211,5/5,POSITIVE,Bill Watters,http://resizing.flixster.com/8MXAqsUXYI7_qA5cJ0xfdw9hg50=/128x128/v1.YzszMjM2O2c7MTkzMDU7MjA0ODsxNTA7MTUw,bill-watters,2954,Aggressive Comix
315,"Oct 3, 2019",True,False,False,False,https://flickdirect.com/movie-review/2348/the-joker/movie.ashx,Phoenix delivers an Oscar-worthy performance in The Joker.,2632208,4.5/5,POSITIVE,Allison Rose,http://resizing.flixster.com/8kY9ti32FHbvy0kFAE79oxFM07o=/128x128/v1.YzszNDIxO2o7MTkzMDU7MjA0ODszMDA7MzAw,allison-rose,3524,FlickDirect
316,"Oct 3, 2019",False,True,False,False,http://www.oneguysopinion.com/joker/,"Expertly crafted and features a stunning lead performance, but it's also a morally problematic exercise in cinematic nihilism.",2632203,C+,NEGATIVE,Frank Swietek,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,frank-swietek,347,One Guy's Opinion
317,"Oct 3, 2019",True,False,False,False,https://www.patriotledger.com/entertainmentlife/20191003/movie-review-joker-is-no-laughing-matter,"Whether it's worth seeing depends on your tolerance for glorifying a dangerous mentally ill man breaking bad and becoming a menace to the society that abandoned him. Yup, the joke's on us - all of us. And it's a message pounded home with a sledgehammer.",2632190,B,POSITIVE,Dana Barbuto,http://resizing.flixster.com/PfE1SjG_kUe5gK0iB_4XGGO1s3Q=/128x128/v1.YzsxMDAwMDAyNjY3O2o7MTkzMTQ7MjA0ODsyNjc7MjYz,dana-barbuto,2515,The Patriot Ledger
318,"Oct 3, 2019",False,True,False,True,https://slate.com/culture/2019/10/joker-movie-review-joaquin-phoenix-violence.html,"Joker is a bad movie, yes: It's predictable, clichéd, deeply derivative of other, better movies, and overwritten to the point of self-parody.",2632189,,NEGATIVE,Dana Stevens,http://resizing.flixster.com/VTqCECJXCpBD71HcuQ9nqZVQC-s=/100x100/v1.YzsyMjM5O2o7MTkzMDU7MjA0ODsxMDA7MTAw,dana-stevens,419,Slate
319,"Oct 3, 2019",True,False,False,False,https://uproxx.com/movies/joker-review-joaquin-phoenix-todd-phillips/,"The only thing wrong with 'Joker' is the commercial imposition that the main character has to become the Joker at the end. Absent that, it's actually a pretty good movie.",2632188,B+,POSITIVE,Vincent Mancini,http://resizing.flixster.com/g38djCsGyIJAGc3wweM_a9axKeY=/128x128/v1.YzsyNzk4O2c7MTkzMDU7MjA0ODsxNTA7MTUw,vincent-mancini,2467,FilmDrunk
320,"Oct 3, 2019",True,False,False,False,https://youtu.be/S_ThW_Rs80A,"""Joker"" is an effective slow burn that takes an iconic villain, humanizes him, and gives the audience an insight to mental illness.",2632182,A-,POSITIVE,Jason Escamilla,http://resizing.flixster.com/MeVKA-i7KKDjsajaSmJILfWcLDo=/128x128/v1.YzszMzQ3O2o7MTkzMDU7MjA0ODszMDA7MzAw,jason-escamilla,3445,EskimoTV
321,"Oct 3, 2019",True,False,False,False,https://www.movieshowplus.com/reviews/review-joker-will-polarize-but-its-insights-are-no-laughing-matter,There is an Arthur Fleck in all of us. And that thought may just be subconsciously more than many movie-goers can bear.,2632169,A-,POSITIVE,Tom Santilli,http://resizing.flixster.com/g425NSlRZNITc9OInaMLa9PLLhM=/128x128/v1.YzszNjE0O2o7MTkzMDU7MjA0ODsyNDA7MjQw,tom-santilli,3448,Movie Show Plus
322,"Oct 3, 2019",True,False,False,False,https://www.hollywoodintoto.com/joker-review/,"Believe the hype, ignore the naysayers and savor the year's best movie ... so far.",2632164,4/4,POSITIVE,Christian Toto,http://resizing.flixster.com/SZIt4kM4JHVPgA_xn8aDpJSiHXQ=/68x95/v1.YzsyMTgzO2o7MTkzMDU7MjA0ODs2ODs5NQ,christian-toto,2598,HollywoodInToto.com
323,"Oct 3, 2019",True,False,False,False,https://people.com/movies/joker-review-joaquin-phoenix-isnt-clowning-around-as-the-terrifying-batman-villain/,"Joker has a nasty, oppressive power, and it never falters in its grim, purposeful momentum.",2632159,,POSITIVE,Tom Gliatto,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,tom-gliatto,856,People Magazine
324,"Oct 3, 2019",True,False,False,False,https://movieweb.com/joker-movie-review/,"Mental illness, gun control, society's apathetic decay, the chasm between rich and poor; Joker takes a fatalistic dive into heady issues.",2632158,4/5,POSITIVE,Julian Roman,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,julian-roman,1421,MovieWeb
325,"Oct 3, 2019",False,True,False,True,https://www.nytimes.com/2019/10/03/movies/joker-review.html,"It's hard to say if the muddle ""Joker"" makes of itself arises from confusion or cowardice, but the result is less a depiction of nihilism than a story about nothing.",2632157,,NEGATIVE,A.O. Scott,http://resizing.flixster.com/vJOhTzQuPfM2i3FxL2YSsFsDhXY=/128x128/v1.YzszNjI4O2o7MTkzMDU7MjA0ODszMDA7MzAw,ao-scott,337,New York Times
326,"Oct 3, 2019",True,False,False,False,https://www.stuff.co.nz/entertainment/film/film-reviews/116301464/joker-an-ambitious-brave-and-quite-extraordinary-film,"It is brilliantly performed - you can put the house on Phoenix getting an Oscar nomination, at least - stunningly well staged and disarmingly well written and argued.",2632155,4.5/5,POSITIVE,Graeme Tuckett,http://resizing.flixster.com/2TWBKB5hZX-fvP2XiP6cpYIDDyQ=/128x128/v1.YzsyODUwO2c7MTkzMDU7MjA0ODsxNTA7MTUw,graeme-tuckett,1323,Stuff.co.nz
327,"Oct 3, 2019",True,False,False,True,https://theknow.denverpost.com/2019/10/03/joker-batman-joaquin-phoenix-review-todd-phillips/225516/,"Perhaps the bleakest assertion of ""Joker"" is the one that's hardest to disprove: That the ghastly world Fleck inhabits, and by extension ours, is the one we deserve.",2632154,2.5/4,POSITIVE,John Wenzel,http://resizing.flixster.com/ciaZniwcsAOYd57bzKN1uaIH9bs=/128x128/v1.YzszMjY1O2o7MTkzMDU7MjA0ODszMDA7MzAw,john-wenzel,492,Denver Post
328,"Oct 3, 2019",False,True,False,False,https://gadgets.ndtv.com/entertainment/reviews/joker-movie-review-release-date-india-trailer-joaquin-phoenix-cast-2110465,"It's provocative but sadly, it's also irresponsible in the handling of that material.",2632152,,NEGATIVE,Akhil Arora,http://resizing.flixster.com/k1lAJ8gz6QiUonE5O1H8MuC5oIo=/128x128/v1.YzszNjk2O2o7MTkzMDU7MjA0ODszMDA7MzAw,akhil-arora,3119,Gadgets360
329,"Oct 3, 2019",True,False,False,False,http://artsfuse.org/189193/film-review-joker-here-come-the-killer-clowns/,"Joker is socially irresponsible at times, but with purpose.",2632150,,POSITIVE,Gerald Peary,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,gerald-peary,2539,Arts Fuse
330,"Oct 3, 2019",True,False,False,False,https://gluemagazine.co/2019/10/02/joker-2019-review-we-live-in-a-society/,"Joker is a devastatingly bold, brashly aggressive, truly haunting homage to the clown prince of crime. It stands proud as one of the most troubling, worrisome and delightfully distressing pieces of comic book cinema.",2632148,8/10,POSITIVE,Annie Banks,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,annie-banks,3110,Glue Magazine
331,"Oct 3, 2019",False,True,False,False,https://www.niagara-gazette.com/cnhi_network/calleri-a-very-wild-joker-and-more-at-the-toronto/article_a14b93d8-e486-11e9-8216-ebf5d95ec507.html?fbclid=IwAR2gbY1H8RvSAMvDanRDbWE9cSAcxM4OEfRq1b4FgpGPXbUG2JLw0wYc8n8,"Phillips and Silver have no interest in how [Arthur] can rid himself of the clutter that corrupts his existence. They're only interested in chaos; however, they don't elevate the chaos into a meaningful narrative, they pander to the audience with it.",2632147,,NEGATIVE,Michael Calleri,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,michael-calleri,3469,Niagara Gazette
332,"Oct 3, 2019",True,False,False,False,https://www.ohio.com/entertainmentlife/20191003/joker-arrives-with-incendiary-topic-and-performance-from-joaquin-phoenix-to-match,"Phillips could have made a nip and tuck here or there to shave off run time, but he asks questions about society where no easy answers exist. In that respect, he makes ""Joker"" very much worth the time and money invested.",2632146,,POSITIVE,George M. Thomas,http://resizing.flixster.com/A8wuFx5VTQj0TRwx34DwGGv3YAg=/128x128/v1.YzsyODE2O2c7MTkzMDU7MjA0ODsxNTA7MTUw,george-m-thomas,2404,Akron Beacon Journal
333,"Oct 3, 2019",True,False,False,False,https://www.abc.net.au/news/2019-10-02/joker-review-joaquin-phoenix-dc-comics-realistic-violence/11564060,Joker builds into a statement that's salient and provocative - holding a mirror to real world frustration and the resurgent populism in our midst.,2632144,,POSITIVE,Jason Di Rosso,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,jason-di-rosso,2034,ABC News (Australia)
334,"Oct 3, 2019",False,True,False,False,https://www.comicsbeat.com/joker-review-nothing-to-say/,Joker's intellectual commentary is just a cheap costume.,2632141,,NEGATIVE,Hannah Lodge,http://resizing.flixster.com/9-zcg-mYPWt7cwo59yOKPYIdzHs=/128x128/v1.YzszNDgzO2o7MTkzMDU7MjA0ODszMDA7MzAw,hannah-lodge,3378,The Beat
335,"Oct 3, 2019",True,False,False,False,https://www.theartsdesk.com/film/joker-review-%E2%80%93-phenomenal-joaquin-phoenix-mean-streets-gotham,"Starring a phenomenal Joaquin Phoenix, it's seriously themed, brilliantly executed and quite extraordinary.",2632140,5/5,POSITIVE,Demetrios Matheou,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,demetrios-matheou,2602,The Arts Desk
336,"Oct 3, 2019",True,False,False,True,http://www.startribune.com/joaquin-phoenix-gives-the-performance-of-his-career-as-joker/562081252/,"Phillips made a brilliant choice in casting Phoenix, and then he was smart to know that the actor is so deep inside this role that everything he does, up to and including a homicidal rumba, feels right.",2632137,3/4,POSITIVE,Chris Hewitt,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,chris-hewitt-1054,648,Minneapolis Star Tribune
337,"Oct 3, 2019",False,True,False,True,https://www.baltimoremagazine.com/section/artsentertainment/movie-review-joker,I find the whole enterprise wearying and a little ridiculous.,2632134,2/4,NEGATIVE,Max Weiss,http://resizing.flixster.com/eNtFfiwPPbw1mW_jVpxUHpi4EtM=/128x128/v1.YzsyNzE2O2c7MTkzMDU7MjA0ODsxNTA7MTUw,max-weiss,2783,Baltimore Magazine
338,"Oct 3, 2019",False,True,False,True,https://www.npr.org/2019/10/03/765082771/joker-is-wild-ly-dull?utm_medium=RSS&utm_campaign=movies,"It devotes so much of its energy into not being about a comic book villain that it neglects being about ... much of anything, really.",2632132,,NEGATIVE,Glen Weldon,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,glen-weldon,2070,NPR
339,"Oct 3, 2019",True,False,False,False,http://www.heraldsun.com.au/entertainment/movies/leigh-paatsch,"In what should come to stand as the finest performance of 2019 - Oscars, here he comes! - Phoenix isolates a void in The Joker between the breaking of the man and the making of a menace to society.",2632131,5/5,POSITIVE,Leigh Paatsch,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,leigh-paatsch,2032,Herald Sun (Australia)
340,"Oct 3, 2019",True,False,False,False,https://www.nationalreview.com/2019/10/movie-review-joker-most-unsettling-comic-book-movie/,"Joker is brilliantly done, searingly filmed, and so drenched in its seamy milieu that you can practically feel the roaches skittering under your feet.",2632125,,POSITIVE,Kyle Smith,http://resizing.flixster.com/JH20ar4wtmp-0jGpC6nujIGZp6Q=/38x41/v1.YzsxNzQ0O2o7MTkzMDU7MjA0ODszODs0MQ,kyle-smith,995,National Review
341,"Oct 3, 2019",True,False,False,False,https://creativescreenwriting.com/the-revisionist-joker-challenges-the-norms-of-comics-and-villainy/,"Searing onto the screen as both a revisionist backstory of an iconic villain character and a pointed commentary on the cuddlier aspects of the Marvel Cinematic Universe, the new Joker movie is bold, violent, and unnerving.",2632123,3.5/4,POSITIVE,Jeff York,http://resizing.flixster.com/prpGZQ52ZBXd-2c26Bj-vy9Ycnk=/128x128/v1.YzszNTAzO2o7MTkzMDU7MjA0ODszMDA7MzAw,jeff-york,3591,Creative Screenwriting
342,"Oct 3, 2019",True,False,False,False,https://www.highdefdigest.com/blog/joker-2019-movie-review/,The physicality and emotional rigor of the part of this evil man are easily met by a seasoned professional such as Phoenix.,2632120,3/5,POSITIVE,Deirdre Crimmins,http://resizing.flixster.com/NSKNsKOQ7LO8KyKkhxmYw55vwGc=/128x128/v1.YzszMTE0O2c7MTkzMDU7MjA0ODsxNTA7MTUw,deirdre-crimmins-22621,2983,HighDef Digest
343,"Oct 3, 2019",False,True,False,True,https://shadowandact.com/joker-movie-todd-phillips-joaquin-phoenix-problematic,"The huge problem with the film's storytelling is that it insults its audience's intelligence and toys with our perception, treating both as an afterthought.",2632117,,NEGATIVE,Trey Mangum,http://resizing.flixster.com/qfrki2LsKCmkkFC3SfttNae9pTE=/128x128/v1.YzszMDY1O2o7MTkzMDU7MjA0ODszMDA7MzAw,trey-mangum,2820,Shadow and Act
344,"Oct 3, 2019",False,True,False,False,https://thedcline.org/2019/10/03/capital-projections-happy-face-edition/,"Seems like little more than the bitter vision of an obnoxious, brooding teenager in arthouse clothing, as obvious as the on-the-nose soundtrack cues of seemingly every pop song featuring a clown",2632111,,NEGATIVE,Pat Padua,http://resizing.flixster.com/AvEfEQUy9VQVYswDsd4byK2Nkps=/128x128/v1.YzszMDA4O2o7MTkzMDU7MjA0ODsxMTQ5OzExNDk,pat-padua-17819,3466,The DC Line
345,"Oct 3, 2019",True,False,False,False,http://www.escribiendocine.com/critica/0005014-el-hombre-que-rie/,"Joker is the best that comics have brought to the movies in years, but what elevates the material is the impeccable performance of Phoenix. [Full Review in Spanish]",2632108,8/10,POSITIVE,Benjamín Harguindey,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,benjamin-harguindey,2658,EscribiendoCine
346,"Oct 3, 2019",True,False,False,False,https://movie-reviews.cinemaclips.com/2019/10/joker.html,Joaquin Phoenix aces the role of 'Joker'.,2632101,4/5,POSITIVE,Roger Tennis,http://resizing.flixster.com/Mm1X-hr0NPbE1K1i0vBJSpGbYu0=/117x125/v1.YzsyMTg4O2o7MTkzMDU7MjA0ODsxMTc7MTI1,roger-tennis,1554,Cinemaclips.com
347,"Oct 3, 2019",True,False,False,False,https://www.metroweekly.com/2019/10/film-review-joker-offers-a-terrifying-version-of-batmans-nemesis/,A comic-book villain inflicts realistic pain in Todd Phillips' well-made and still-maddening Joker.,2632100,3/5,POSITIVE,André Hereford,http://resizing.flixster.com/4Fg2OtQvVAAQTqiaKpCizKaarYY=/128x128/v1.YzsxMDAwMDAyNjk3O2o7MTkzMTQ7MjA0ODszODY7Mzg2,andre-hereford,1511,"Metro Weekly (Washington, DC)"
348,"Oct 3, 2019",True,False,False,False,https://www.post-gazette.com/ae/movies/2019/10/03/Joker-film-grim-portrait-all-tears-no-clowning-Pittsburgh-Post-Gazette-review/stories/201909300118,"There's much to commend in Phoenix's performance, and the screenplay by Phillips and Scott Silver allows ample room for Arthur's inner fantasy life.",2632096,3/4,POSITIVE,Maria Sciullo,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,maria-sciullo,364,Pittsburgh Post-Gazette
349,"Oct 3, 2019",True,False,False,False,http://www.markreviewsmovies.com/reviews/J/joker-2019.htm,"In this age of superhero saturation, different is refreshing and daring enough.",2632095,3/4,POSITIVE,Mark Dujsik,http://resizing.flixster.com/q6xAK-FYXF4rntAayIUKQ1G9eD0=/38x45/v1.YzsxNzIwO2o7MTkzMDU7MjA0ODszODs0NQ,mark-dujsik,958,Mark Reviews Movies
350,"Oct 3, 2019",False,True,False,True,https://apnews.com/f7cd3e5c71e24a6c9a0f71d7db11a9f8,"""Joker,"" though, is a calculatedly combustible concoction, designed, like its chaos-creating character, to cause a stir. To provoke and distort. I wish it was as radical as it thinks it is.",2632094,2/4,NEGATIVE,Jake Coyle,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,jake-coyle,531,Associated Press
351,"Oct 3, 2019",True,False,False,False,https://illinoistimes.com/article-21663-thoughtful-flawed-joker-a-cry-for-mental-health-reform.html,"The film is a desperate, plaintive cry for help, an indictment of a society that ignores the mentally ill within it, calling for more treatment for those afflicted when a tragedy occurs, only to forget about them once the next news cycle begins.",2632092,3.0/4.0,POSITIVE,Charles Koplinski,http://resizing.flixster.com/nQR_e5LnxBwt3pA3l21EJ6sYFj0=/128x128/v1.YzszODI1O2o7MTkzMDU7MjA0ODsxODA7MTgw,charles-koplinski,2026,Illinois Times
352,"Oct 3, 2019",False,True,False,False,https://www.efilmcritic.com/review.php?movie=32703&reviewer=389,"As it turns out, the most shocking thing about Joker is just how thin the whole thing is once you strip away the grim visuals from cinematographer Lawrence Sher and the equally oppressive score by Hildur Guonadottir.",2632091,1/5,NEGATIVE,Peter Sobczynski,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,peter-sobczynski,141,eFilmCritic.com
353,"Oct 3, 2019",False,True,False,False,https://www.wbur.org/artery/2019/10/03/todd-phillips-joker-review,"The movie wobbles under the weight of its own self-importance, carrying on as if imparting some sort of serious social commentary while being extremely careful not to actually say anything at all.",2632086,,NEGATIVE,Sean Burns,http://resizing.flixster.com/vvbhNWLF9_IZamLaRqGTGrkYUnk=/128x128/v1.YzsyNTYzO2c7MTkzMDU7MjA0ODsxNTI7MTY4,sean-burns,2683,WBUR’s Arts & Culture
354,"Oct 3, 2019",False,True,False,True,https://www.austinchronicle.com/events/film/2019-10-04/joker/,"It's DC Comics playing rough, but not rough enough, but maybe that's too much to ask.",2632080,1.5/5,NEGATIVE,Josh Kupecki,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,josh-kupecki,28,Austin Chronicle
355,"Oct 3, 2019",True,False,False,False,https://www.clarin.com/espectaculos/cine/critica-guason-rie-ultimo-rie-mejor-_0_op2HWFVX.html,Raw. [Full review in Spanish],2632078,,POSITIVE,Pablo O. Scholz,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,pablo-o-scholz,2677,Clarín
356,"Oct 3, 2019",True,False,False,False,https://www.scotsman.com/arts-and-culture/film-and-tv/film-reviews-joker-judy-hitsville-the-making-of-motown-harry-birrell-presents-films-of-love-and-war-1-5016656,"[T]he film is more character study than franchise film, a psychologically rich portrait of a mentally ill loner that just happens to take place in a world that will one day yield a cowl-wearing billionaire vigilante.",2632072,5/5,POSITIVE,Alistair Harkness,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,alistair-harkness,1211,Scotsman
357,"Oct 3, 2019",False,True,False,True,https://www.newstatesman.com/joker-todd-phillips-joaquin-pheonix-review,"While the script makes Arthur pitiable, [Joaquin] Phoenix preserves his humanity... he's good enough to make the movie seem better than it is - but even he can't make his character consistent.",2632055,,NEGATIVE,Ryan Gilbey,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,ryan-gilbey,2433,New Statesman
358,"Oct 3, 2019",True,False,False,True,https://www.thestar.com/entertainment/movies/review/2019/10/03/joker-is-no-joke-joaquin-phoenix-is-superb.html,The supervillain origin story to beat all origin stories.,2632053,3.5/4,POSITIVE,Peter Howell,http://resizing.flixster.com/t5iiCxYcmc0lmD0c-9qkvsRGweE=/128x128/v1.YzsyNTY4O2c7MTkzMDU7MjA0ODsxNTA7MTUw,peter-howell,450,Toronto Star
359,"Oct 3, 2019",True,False,False,False,http://www.cambridgeday.com/2019/10/02/joker-phoenix-tries-to-hold-it-all-together-but-eventually-film-lets-loose-breaks-down/,"The real reason Phillips' ""Joker"" succeeds is simple: Joaquin Phoenix makes the anti-antihero psycho-saga all his own.",2632051,2.5/4,POSITIVE,Tom Meek,http://resizing.flixster.com/RB3vSZJoPDOWxGypujV8gVzS4bE=/128x128/v1.YzszNDA5O3A7MTkzMDU7MjA0ODszMDA7MzAw,tom-meek,2541,Cambridge Day
360,"Oct 3, 2019",False,True,False,False,https://www.washingtoncitypaper.com/arts/film-tv/article/21090477/joker-reviewed,"Todd Phillips pulls his punches, so his film needles the audience, daring you to be upset about it. This is the cinematic equivalent of bullying.",2632050,,NEGATIVE,Alan Zilberman,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,alan-zilberman,1971,Washington City Paper
361,"Oct 3, 2019",False,True,False,True,https://www.spectator.co.uk/2019/10/if-you-ever-want-to-sleep-again-step-away-from-joker/,"A masterpiece, or irresponsible trash? You decide. Or just step away, and spare yourself the grief. That's probably for the best.",2632047,,NEGATIVE,Deborah Ross,http://resizing.flixster.com/Wvv9lLSDD3mVQWhYBXiOcdL0YN4=/128x128/v1.YzszNjE4O2o7MTkzMDU7MjA0ODszMDA7MzAw,deborah-ross,2568,The Spectator
362,"Oct 3, 2019",False,True,False,True,https://www.bostonglobe.com/arts/movies/2019/10/02/joker-the-dark-villain-rises/Dc4KhfL0KvBv6cpke7vnIO/story.html,"This Joker has a ruined poetry to him that makes his victimhood seem a badge of honor and his homicidal urges seem a just, if horrifying, form of retribution.",2632040,2/4,NEGATIVE,Ty Burr,http://resizing.flixster.com/PLt6pjIDV2AtcrFsP8AxYGVRJGA=/38x51/v1.YzsxNTA3O2c7MTkzMDU7MjA0ODszODs1MQ,ty-burr,44,Boston Globe
363,"Oct 3, 2019",False,True,False,False,https://idobi.com/review/film-review-joker-sherin-nicoles-review/,"That's what makes this film so insidious, the 'Joker' movie might be a far bigger villain than the Joker himself ever was.",2632039,,NEGATIVE,Sherin Nicole,http://resizing.flixster.com/uihcFawt9PoklRl4w4l5drDJf5o=/128x128/v1.YzszMjU5O2o7MTkzMDU7MjA0ODszMDA7MzAw,sherin-nicole,3344,idobi.com
364,"Oct 3, 2019",False,True,False,False,https://www.twincities.com/2019/10/02/movie-review-joker-joaquin-phoenix-todd-phillips/,"The social commentary of ""Joker"" is laughably one-dimensional and Phoenix's Fleck isn't that scary. Really, he's more sad than anything.",2632033,2/4,NEGATIVE,Ross Raihala,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,ross-raihala,600,St. Paul Pioneer Press
365,"Oct 3, 2019",True,False,False,False,https://www.lanacion.com.ar/espectaculos/cine/guason-comedia-tragica-inolvidable-hecha-sangre-inteligencia-nid2293636,[The film] is made with pain and glory and true passion. [Full Review in Spanish],2632032,,POSITIVE,Javier Porta Fouz,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,javier-porta-fouz,252,La Nación (Argentina)
366,"Oct 3, 2019",False,True,False,False,https://www.kaplanvskaplan.com/new-releases/joker/,"Purported to be a significant commentary on the social ills of our time, JOKER only exacerbates the appeal of violence to individuals who are drawn to its dark and disturbing content.",2632031,,NEGATIVE,Jeanne Kaplan,http://resizing.flixster.com/ocdcO53PDOURFsvuQ_g2EGWbJ0E=/128x128/v1.YzsyNjYwO2o7MTkzMDU7MjA0ODs2MTE7NjEx,jeanne-kaplan,1623,Kaplan vs. Kaplan
367,"Oct 3, 2019",False,True,False,False,https://www.kaplanvskaplan.com/new-releases/joker/,"Despite Phoenix's riveting performance, I cannot recommend this movie.",2632030,,NEGATIVE,David Kaplan,http://resizing.flixster.com/l9ABV2FmHXGesbc54vZVFibKOWc=/128x128/v1.YzsyNjU5O2o7MTkzMDU7MjA0ODs2MDI7ODgw,david-kaplan,1623,Kaplan vs. Kaplan
368,"Oct 3, 2019",True,False,False,False,https://thirdcoastreview.com/2019/10/03/film-review-joker-2019/,The movie doesn't make excuses; it simply lays out this life in decline and dares us to watch how it turns out.,2632026,3/4,POSITIVE,Steven Prokopy,http://resizing.flixster.com/VCikc6Ntw8kbKQRV8B5_NQdeiO4=/128x128/v1.YzszMzc0O2o7MTkzMDU7MjA0ODszMDA7MzAw,steven-prokopy,3477,Third Coast Review
369,"Oct 3, 2019",True,False,False,True,https://www.seattletimes.com/entertainment/movies/joker-review-theres-nothing-funny-about-this-very-dark-origin-story-starring-joaquin-phoenix/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_movies,"Joker is an exploration of what causes a lonely, unhinged man to explode, and it has moments that are riveting.",2632019,2.5/4,POSITIVE,Moira MacDonald,http://resizing.flixster.com/gjUXrS7Miax-JjOebYa_8cE_1GQ=/38x52/v1.YzsxNjE4O2c7MTkzMDU7MjA0ODszODs1Mg,moira-macdonald,505,Seattle Times
370,"Oct 3, 2019",False,True,False,False,https://www.rendyreviews.com/movie-reviews//joker-review,"From a conceptual standpoint, Joker certainly had the pieces to be a phenomenal film, but this did not need to be in the hands of Todd Phillips.",2632014,2/5,NEGATIVE,Rendy Jones,http://resizing.flixster.com/ZRPSsWkRD-12z3qVk0OkOtyXXjQ=/128x128/v1.YzszNTU0O2o7MTkzMDU7MjA0ODs4OTA7ODkw,rendy-jones,3099,Rendy Reviews
